"health_officer_region","county","group_var_cat","group_var","group_pop","cumulative_infected","cumulative_severe","inf_rate_100k","sev_rate_100k","total_group_var_pop","total_ca_pop","geo_level"
"Rural North","Shasta","18-49","age_cat",958692,7745,109,808,11,547526980,39109070,"county"
"Rural North","Shasta","50-64","age_cat",450800,1804,13,400,3,547526980,39109070,"county"
"Rural North","Shasta","65+","age_cat",525014,5527,462,1053,88,547526980,39109070,"county"
"Rural North","Siskiyou","0-17","age_cat",123494,279,1,226,1,547526980,39109070,"county"
"Rural North","Siskiyou","18-49","age_cat",201950,1965,23,973,11,547526980,39109070,"county"
"Rural North","Siskiyou","50-64","age_cat",108248,481,1,444,1,547526980,39109070,"county"
"Rural North","Siskiyou","65+","age_cat",167762,2017,164,1202,98,547526980,39109070,"county"
"Rural North","Tehama","0-17","age_cat",227262,998,0,439,0,547526980,39109070,"county"
"Rural North","Tehama","18-49","age_cat",335230,6211,80,1853,24,547526980,39109070,"county"
"Rural North","Tehama","50-64","age_cat",163142,1440,7,883,4,547526980,39109070,"county"
"Rural North","Tehama","65+","age_cat",179844,3996,320,2222,178,547526980,39109070,"county"
"Rural North","Trinity","0-17","age_cat",36470,77,0,211,0,547526980,39109070,"county"
"Rural North","Trinity","18-49","age_cat",79898,466,3,583,4,547526980,39109070,"county"
"Rural North","Trinity","50-64","age_cat",44422,136,1,306,2,547526980,39109070,"county"
"Rural North","Trinity","65+","age_cat",61390,564,48,919,78,547526980,39109070,"county"
"Southern California","Imperial","0-17","age_cat",708428,8830,9,1246,1,547526980,39109070,"county"
"Southern California","Imperial","18-49","age_cat",1036266,43091,457,4158,44,547526980,39109070,"county"
"Southern California","Imperial","50-64","age_cat",397572,8975,47,2257,12,547526980,39109070,"county"
"Southern California","Imperial","65+","age_cat",372680,17727,1446,4757,388,547526980,39109070,"county"
"Southern California","Inyo","0-17","age_cat",53382,320,0,599,0,547526980,39109070,"county"
"Southern California","Inyo","18-49","age_cat",91322,1921,26,2104,28,547526980,39109070,"county"
"Southern California","Inyo","50-64","age_cat",48454,741,8,1529,17,547526980,39109070,"county"
"Southern California","Inyo","65+","age_cat",69076,2055,173,2975,250,547526980,39109070,"county"
"Southern California","Mono","0-17","age_cat",36708,64,0,174,0,547526980,39109070,"county"
"Southern California","Mono","18-49","age_cat",75880,615,8,810,11,547526980,39109070,"county"
"Southern California","Mono","50-64","age_cat",36428,169,0,464,0,547526980,39109070,"county"
"Southern California","Mono","65+","age_cat",36806,396,33,1076,90,547526980,39109070,"county"
"Southern California","Orange","0-17","age_cat",9292472,19658,21,212,0,547526980,39109070,"county"
"Southern California","Orange","18-49","age_cat",18611628,144154,1710,775,9,547526980,39109070,"county"
"Southern California","Orange","50-64","age_cat",8778294,36141,214,412,2,547526980,39109070,"county"
"Southern California","Orange","65+","age_cat",7309484,77561,6165,1061,84,547526980,39109070,"county"
"Southern California","Riverside","0-17","age_cat",8334088,16588,18,199,0,547526980,39109070,"county"
"Southern California","Riverside","18-49","age_cat",14438340,115116,1375,797,10,547526980,39109070,"county"
"Southern California","Riverside","50-64","age_cat",5920110,25094,123,424,2,547526980,39109070,"county"
"Southern California","Riverside","65+","age_cat",5345018,59811,4875,1119,91,547526980,39109070,"county"
"Southern California","San Bernardino","0-17","age_cat",7894362,45436,44,576,1,547526980,39109070,"county"
"Southern California","San Bernardino","18-49","age_cat",13512296,277592,3356,2054,25,547526980,39109070,"county"
"Southern California","San Bernardino","50-64","age_cat",5142242,58021,315,1128,6,547526980,39109070,"county"
"Southern California","San Bernardino","65+","age_cat",3839402,106808,8329,2782,217,547526980,39109070,"county"
"Southern California","San Diego","0-17","age_cat",10247762,22333,30,218,0,547526980,39109070,"county"
"Southern California","San Diego","18-49","age_cat",20893796,153538,1832,735,9,547526980,39109070,"county"
"Southern California","San Diego","50-64","age_cat",7995736,33076,203,414,3,547526980,39109070,"county"
"Southern California","San Diego","65+","age_cat",7032746,78309,6183,1113,88,547526980,39109070,"county"
"Southern California","San Luis Obispo","0-17","age_cat",710584,1917,0,270,0,547526980,39109070,"county"
"Southern California","San Luis Obispo","18-49","age_cat",1714230,16644,235,971,14,547526980,39109070,"county"
"Southern California","San Luis Obispo","50-64","age_cat",649754,3671,23,565,4,547526980,39109070,"county"
"Southern California","San Luis Obispo","65+","age_cat",848946,13062,992,1539,117,547526980,39109070,"county"
"Southern California","Santa Barbara","0-17","age_cat",1453662,2998,3,206,0,547526980,39109070,"county"
"Southern California","Santa Barbara","18-49","age_cat",2794876,22172,297,793,11,547526980,39109070,"county"
"Southern California","Santa Barbara","50-64","age_cat",949144,4208,16,443,2,547526980,39109070,"county"
"Southern California","Santa Barbara","65+","age_cat",998914,10772,837,1078,84,547526980,39109070,"county"
"Southern California","Ventura","0-17","age_cat",2570302,5253,12,204,0,547526980,39109070,"county"
"Southern California","Ventura","18-49","age_cat",4758600,38031,470,799,10,547526980,39109070,"county"
"Southern California","Ventura","50-64","age_cat",2220092,9265,52,417,2,547526980,39109070,"county"
"Southern California","Ventura","65+","age_cat",2014124,21831,1713,1084,85,547526980,39109070,"county"
"Bay Area","Alameda","AIAN NH","race_short",36552,444,12,1215,33,312872560,39109070,"county"
"Bay Area","Alameda","Asian NH","race_short",4548896,39069,1108,859,24,312872560,39109070,"county"
"Bay Area","Alameda","Black NH","race_short",1262536,17161,510,1359,40,312872560,39109070,"county"
"Bay Area","Alameda","Hispanic","race_short",2683616,33568,661,1251,25,312872560,39109070,"county"
"Bay Area","Alameda","MR NH","race_short",711496,5719,100,804,14,312872560,39109070,"county"
"Bay Area","Alameda","NHPI NH","race_short",117680,1183,31,1005,26,312872560,39109070,"county"
"Bay Area","Alameda","White NH","race_short",3887520,51897,1719,1335,44,312872560,39109070,"county"
"Bay Area","Contra Costa","AIAN NH","race_short",21736,278,11,1279,51,312872560,39109070,"county"
"Bay Area","Contra Costa","Asian NH","race_short",1832688,16155,501,881,27,312872560,39109070,"county"
"Bay Area","Contra Costa","Black NH","race_short",819744,9188,266,1121,32,312872560,39109070,"county"
"Bay Area","Contra Costa","Hispanic","race_short",2173776,24671,482,1135,22,312872560,39109070,"county"
"Bay Area","Contra Costa","MR NH","race_short",535280,3801,85,710,16,312872560,39109070,"county"
"Bay Area","Contra Costa","NHPI NH","race_short",54528,472,21,866,39,312872560,39109070,"county"
"Bay Area","Contra Costa","White NH","race_short",3734536,48477,1829,1298,49,312872560,39109070,"county"
"Bay Area","Marin","AIAN NH","race_short",5832,55,2,943,34,312872560,39109070,"county"
"Bay Area","Marin","Asian NH","race_short",139032,1414,52,1017,37,312872560,39109070,"county"
"Bay Area","Marin","Black NH","race_short",64928,665,11,1024,17,312872560,39109070,"county"
"Bay Area","Marin","Hispanic","race_short",318112,3803,55,1195,17,312872560,39109070,"county"
"Bay Area","Marin","MR NH","race_short",115104,643,11,559,10,312872560,39109070,"county"
"Bay Area","Marin","NHPI NH","race_short",4696,34,2,724,43,312872560,39109070,"county"
"Bay Area","Marin","White NH","race_short",1390248,17704,793,1273,57,312872560,39109070,"county"
"Bay Area","Monterey","AIAN NH","race_short",12064,159,4,1318,33,312872560,39109070,"county"
"Bay Area","Monterey","Asian NH","race_short",210240,2521,102,1199,49,312872560,39109070,"county"
"Bay Area","Monterey","Black NH","race_short",84888,1215,36,1431,42,312872560,39109070,"county"
"Bay Area","Monterey","Hispanic","race_short",2052648,24821,553,1209,27,312872560,39109070,"county"
"Bay Area","Monterey","MR NH","race_short",114032,977,20,857,18,312872560,39109070,"county"
"Bay Area","Monterey","NHPI NH","race_short",16576,202,2,1219,12,312872560,39109070,"county"
"Bay Area","Monterey","White NH","race_short",1001360,14241,590,1422,59,312872560,39109070,"county"
"Bay Area","Napa","AIAN NH","race_short",4440,59,1,1329,23,312872560,39109070,"county"
"Bay Area","Napa","Asian NH","race_short",89952,909,40,1011,44,312872560,39109070,"county"
"Bay Area","Napa","Black NH","race_short",22376,219,3,979,13,312872560,39109070,"county"
"Bay Area","Napa","Hispanic","race_short",345240,4211,87,1220,25,312872560,39109070,"county"
"Bay Area","Napa","MR NH","race_short",48280,278,4,576,8,312872560,39109070,"county"
"Bay Area","Napa","NHPI NH","race_short",3328,22,1,661,30,312872560,39109070,"county"
"Bay Area","Napa","White NH","race_short",562256,6975,266,1241,47,312872560,39109070,"county"
"Bay Area","San Benito","AIAN NH","race_short",1864,22,0,1180,0,312872560,39109070,"county"
"Bay Area","San Benito","Asian NH","race_short",17440,120,4,688,23,312872560,39109070,"county"
"Bay Area","San Benito","Black NH","race_short",4176,43,0,1030,0,312872560,39109070,"county"
"Bay Area","San Benito","Hispanic","race_short",341856,3000,73,878,21,312872560,39109070,"county"
"Bay Area","San Benito","MR NH","race_short",12424,92,3,741,24,312872560,39109070,"county"
"Bay Area","San Benito","NHPI NH","race_short",1168,10,0,856,0,312872560,39109070,"county"
"Bay Area","San Benito","White NH","race_short",141728,2004,80,1414,56,312872560,39109070,"county"
"Bay Area","San Francisco","AIAN NH","race_short",13008,198,1,1522,8,312872560,39109070,"county"
"Bay Area","San Francisco","Asian NH","race_short",2317064,27228,885,1175,38,312872560,39109070,"county"
"Bay Area","San Francisco","Black NH","race_short",341592,4327,126,1267,37,312872560,39109070,"county"
"Bay Area","San Francisco","Hispanic","race_short",936936,12379,257,1321,27,312872560,39109070,"county"
"Bay Area","San Francisco","MR NH","race_short",352840,2760,47,782,13,312872560,39109070,"county"
"Bay Area","San Francisco","NHPI NH","race_short",29960,351,8,1172,27,312872560,39109070,"county"
"Bay Area","San Francisco","White NH","race_short",2792752,37873,1055,1356,38,312872560,39109070,"county"
"Bay Area","San Mateo","AIAN NH","race_short",9808,107,4,1091,41,312872560,39109070,"county"
"Bay Area","San Mateo","Asian NH","race_short",1963264,17297,546,881,28,312872560,39109070,"county"
"Bay Area","San Mateo","Black NH","race_short",140392,1844,53,1313,38,312872560,39109070,"county"
"Bay Area","San Mateo","Hispanic","race_short",1105472,17343,359,1569,32,312872560,39109070,"county"
"Bay Area","San Mateo","MR NH","race_short",324336,2141,36,660,11,312872560,39109070,"county"
"Bay Area","San Mateo","NHPI NH","race_short",81672,994,26,1217,32,312872560,39109070,"county"
"Bay Area","San Mateo","White NH","race_short",2367656,28260,1128,1194,48,312872560,39109070,"county"
"Bay Area","Santa Clara","AIAN NH","race_short",27760,410,11,1477,40,312872560,39109070,"county"
"Bay Area","Santa Clara","Asian NH","race_short",6379632,56993,1611,893,25,312872560,39109070,"county"
"Bay Area","Santa Clara","Black NH","race_short",368800,4243,119,1150,32,312872560,39109070,"county"
"Bay Area","Santa Clara","Hispanic","race_short",3198888,45289,919,1416,29,312872560,39109070,"county"
"Bay Area","Santa Clara","MR NH","race_short",625752,4971,84,794,13,312872560,39109070,"county"
"Bay Area","Santa Clara","NHPI NH","race_short",53368,607,13,1137,24,312872560,39109070,"county"
"Bay Area","Santa Clara","White NH","race_short",4639792,60561,2226,1305,48,312872560,39109070,"county"
"Bay Area","Santa Cruz","AIAN NH","race_short",6544,102,2,1559,31,312872560,39109070,"county"
"Bay Area","Santa Cruz","Asian NH","race_short",102352,1148,43,1122,42,312872560,39109070,"county"
"Bay Area","Santa Cruz","Black NH","race_short",22576,237,8,1050,35,312872560,39109070,"county"
"Bay Area","Santa Cruz","Hispanic","race_short",754616,8542,181,1132,24,312872560,39109070,"county"
"Bay Area","Santa Cruz","MR NH","race_short",98688,713,17,722,17,312872560,39109070,"county"
"Bay Area","Santa Cruz","NHPI NH","race_short",2384,28,0,1174,0,312872560,39109070,"county"
"Bay Area","Santa Cruz","White NH","race_short",1117648,15563,590,1392,53,312872560,39109070,"county"
"Bay Area","Solano","AIAN NH","race_short",13392,430,9,3211,67,312872560,39109070,"county"
"Bay Area","Solano","Asian NH","race_short",564152,12389,413,2196,73,312872560,39109070,"county"
"Bay Area","Solano","Black NH","race_short",488808,11995,329,2454,67,312872560,39109070,"county"
"Bay Area","Solano","Hispanic","race_short",1012176,20917,399,2067,39,312872560,39109070,"county"
"Bay Area","Solano","MR NH","race_short",243584,4145,67,1702,28,312872560,39109070,"county"
"Bay Area","Solano","NHPI NH","race_short",33376,691,12,2070,36,312872560,39109070,"county"
"Bay Area","Solano","White NH","race_short",1218472,33761,1248,2771,102,312872560,39109070,"county"
"Bay Area","Sonoma","AIAN NH","race_short",24640,348,15,1412,61,312872560,39109070,"county"
"Bay Area","Sonoma","Asian NH","race_short",185208,1830,68,988,37,312872560,39109070,"county"
"Bay Area","Sonoma","Black NH","race_short",64880,709,20,1093,31,312872560,39109070,"county"
"Bay Area","Sonoma","Hispanic","race_short",1090440,11328,216,1039,20,312872560,39109070,"county"
"Bay Area","Sonoma","MR NH","race_short",196760,1159,24,589,12,312872560,39109070,"county"
"Bay Area","Sonoma","NHPI NH","race_short",16480,135,5,819,30,312872560,39109070,"county"
"Bay Area","Sonoma","White NH","race_short",2260200,30813,1266,1363,56,312872560,39109070,"county"
"Central California","Calaveras","AIAN NH","race_short",3800,64,2,1684,53,312872560,39109070,"county"
"Central California","Calaveras","Asian NH","race_short",5592,69,1,1234,18,312872560,39109070,"county"
"Central California","Calaveras","Black NH","race_short",2800,39,0,1393,0,312872560,39109070,"county"
"Central California","Calaveras","Hispanic","race_short",66512,505,15,759,23,312872560,39109070,"county"
"Central California","Calaveras","MR NH","race_short",21408,127,4,593,19,312872560,39109070,"county"
"Central California","Calaveras","NHPI NH","race_short",728,10,0,1374,0,312872560,39109070,"county"
"Central California","Calaveras","White NH","race_short",256000,3862,178,1509,70,312872560,39109070,"county"
"Central California","Fresno","AIAN NH","race_short",46880,551,26,1175,55,312872560,39109070,"county"
"Central California","Fresno","Asian NH","race_short",857264,8175,218,954,25,312872560,39109070,"county"
"Central California","Fresno","Black NH","race_short",333568,4224,96,1266,29,312872560,39109070,"county"
"Central California","Fresno","Hispanic","race_short",4635096,44076,886,951,19,312872560,39109070,"county"
"Central California","Fresno","MR NH","race_short",208576,1514,26,726,12,312872560,39109070,"county"
"Central California","Fresno","NHPI NH","race_short",11912,116,1,974,8,312872560,39109070,"county"
"Central California","Fresno","White NH","race_short",2006096,27303,964,1361,48,312872560,39109070,"county"
"Central California","Kern","AIAN NH","race_short",38272,1540,50,4024,131,312872560,39109070,"county"
"Central California","Kern","Asian NH","race_short",332344,8728,257,2626,77,312872560,39109070,"county"
"Central California","Kern","Black NH","race_short",370208,11872,261,3207,71,312872560,39109070,"county"
"Central California","Kern","Hispanic","race_short",4234288,110592,1844,2612,44,312872560,39109070,"county"
"Central California","Kern","MR NH","race_short",205840,4042,83,1964,40,312872560,39109070,"county"
"Central California","Kern","NHPI NH","race_short",9344,282,4,3018,43,312872560,39109070,"county"
"Central California","Kern","White NH","race_short",2036680,81498,2529,4002,124,312872560,39109070,"county"
"Central California","Kings","AIAN NH","race_short",10808,317,11,2933,102,312872560,39109070,"county"
"Central California","Kings","Asian NH","race_short",33712,1288,43,3821,128,312872560,39109070,"county"
"Central California","Kings","Black NH","race_short",56800,2341,48,4121,85,312872560,39109070,"county"
"Central California","Kings","Hispanic","race_short",820128,18072,343,2204,42,312872560,39109070,"county"
"Central California","Kings","MR NH","race_short",31568,783,10,2480,32,312872560,39109070,"county"
"Central California","Kings","NHPI NH","race_short",2752,65,1,2362,36,312872560,39109070,"county"
"Central California","Kings","White NH","race_short",263472,11949,347,4535,132,312872560,39109070,"county"
"Central California","Madera","AIAN NH","race_short",13056,187,7,1432,54,312872560,39109070,"county"
"Central California","Madera","Asian NH","race_short",28112,307,8,1092,28,312872560,39109070,"county"
"Central California","Madera","Black NH","race_short",31872,568,11,1782,35,312872560,39109070,"county"
"Central California","Madera","Hispanic","race_short",807152,9382,163,1162,20,312872560,39109070,"county"
"Central California","Madera","MR NH","race_short",31216,243,4,778,13,312872560,39109070,"county"
"Central California","Madera","NHPI NH","race_short",1176,12,2,1020,170,312872560,39109070,"county"
"Central California","Madera","White NH","race_short",355072,6244,253,1759,71,312872560,39109070,"county"
"Central California","Mariposa","AIAN NH","race_short",3344,48,1,1435,30,312872560,39109070,"county"
"Central California","Mariposa","Asian NH","race_short",2312,22,0,952,0,312872560,39109070,"county"
"Central California","Mariposa","Black NH","race_short",1072,19,0,1772,0,312872560,39109070,"county"
"Central California","Mariposa","Hispanic","race_short",22088,179,3,810,14,312872560,39109070,"county"
"Central California","Mariposa","MR NH","race_short",9512,55,0,578,0,312872560,39109070,"county"
"Central California","Mariposa","NHPI NH","race_short",136,5,0,3676,0,312872560,39109070,"county"
"Central California","Mariposa","White NH","race_short",96416,1572,73,1630,76,312872560,39109070,"county"
"Central California","Merced","AIAN NH","race_short",9008,306,12,3397,133,312872560,39109070,"county"
"Central California","Merced","Asian NH","race_short",145216,4916,113,3385,78,312872560,39109070,"county"
"Central California","Merced","Black NH","race_short",58840,2270,56,3858,95,312872560,39109070,"county"
"Central California","Merced","Hispanic","race_short",1545000,36158,664,2340,43,312872560,39109070,"county"
"Central California","Merced","MR NH","race_short",47920,1110,15,2316,31,312872560,39109070,"county"
"Central California","Merced","NHPI NH","race_short",4480,118,3,2634,67,312872560,39109070,"county"
"Central California","Merced","White NH","race_short",474336,19713,673,4156,142,312872560,39109070,"county"
"Central California","San Joaquin","AIAN NH","race_short",24952,750,25,3006,100,312872560,39109070,"county"
"Central California","San Joaquin","Asian NH","race_short",1060800,21620,597,2038,56,312872560,39109070,"county"
"Central California","San Joaquin","Black NH","race_short",451056,11013,285,2442,63,312872560,39109070,"county"
"Central California","San Joaquin","Hispanic","race_short",2809472,59240,1067,2109,38,312872560,39109070,"county"
"Central California","San Joaquin","MR NH","race_short",254312,4826,73,1898,29,312872560,39109070,"county"
"Central California","San Joaquin","NHPI NH","race_short",39904,802,19,2010,48,312872560,39109070,"county"
"Central California","San Joaquin","White NH","race_short",1635728,52010,1769,3180,108,312872560,39109070,"county"
"Central California","Stanislaus","AIAN NH","race_short",20872,620,19,2970,91,312872560,39109070,"county"
"Central California","Stanislaus","Asian NH","race_short",273768,5591,158,2042,58,312872560,39109070,"county"
"Central California","Stanislaus","Black NH","race_short",115128,2942,67,2555,58,312872560,39109070,"county"
"Central California","Stanislaus","Hispanic","race_short",2189304,47285,902,2160,41,312872560,39109070,"county"
"Central California","Stanislaus","MR NH","race_short",169672,2718,71,1602,42,312872560,39109070,"county"
"Central California","Stanislaus","NHPI NH","race_short",32864,648,19,1972,58,312872560,39109070,"county"
"Central California","Stanislaus","White NH","race_short",1564024,49068,1646,3137,105,312872560,39109070,"county"
"Central California","Tulare","AIAN NH","race_short",24600,832,16,3382,65,312872560,39109070,"county"
"Central California","Tulare","Asian NH","race_short",118640,3861,107,3254,90,312872560,39109070,"county"
"Central California","Tulare","Black NH","race_short",43600,1398,35,3206,80,312872560,39109070,"county"
"Central California","Tulare","Hispanic","race_short",2655936,69661,1283,2623,48,312872560,39109070,"county"
"Central California","Tulare","MR NH","race_short",72424,1496,21,2066,29,312872560,39109070,"county"
"Central California","Tulare","NHPI NH","race_short",3944,93,4,2358,101,312872560,39109070,"county"
"Central California","Tulare","White NH","race_short",879192,35158,1198,3999,136,312872560,39109070,"county"
"Central California","Tuolumne","AIAN NH","race_short",6400,71,3,1109,47,312872560,39109070,"county"
"Central California","Tuolumne","Asian NH","race_short",7304,61,1,835,14,312872560,39109070,"county"
"Central California","Tuolumne","Black NH","race_short",6536,102,1,1561,15,312872560,39109070,"county"
"Central California","Tuolumne","Hispanic","race_short",73544,680,12,925,16,312872560,39109070,"county"
"Central California","Tuolumne","MR NH","race_short",25000,148,9,592,36,312872560,39109070,"county"
"Central California","Tuolumne","NHPI NH","race_short",952,7,0,735,0,312872560,39109070,"county"
"Central California","Tuolumne","White NH","race_short",307360,4378,181,1424,59,312872560,39109070,"county"
"Greater Sierra Sacramento","Alpine","AIAN NH","race_short",1672,23,1,1376,60,312872560,39109070,"county"
"Greater Sierra Sacramento","Alpine","Asian NH","race_short",104,2,0,1923,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Alpine","Black NH","race_short",112,0,0,0,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Alpine","Hispanic","race_short",928,8,0,862,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Alpine","MR NH","race_short",624,4,0,641,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Alpine","NHPI NH","race_short",0,0,0,0,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Alpine","White NH","race_short",5880,91,3,1548,51,312872560,39109070,"county"
"Greater Sierra Sacramento","Amador","AIAN NH","race_short",4912,60,3,1221,61,312872560,39109070,"county"
"Greater Sierra Sacramento","Amador","Asian NH","race_short",4688,53,4,1131,85,312872560,39109070,"county"
"Greater Sierra Sacramento","Amador","Black NH","race_short",10880,94,1,864,9,312872560,39109070,"county"
"Greater Sierra Sacramento","Amador","Hispanic","race_short",53888,467,15,867,28,312872560,39109070,"county"
"Greater Sierra Sacramento","Amador","MR NH","race_short",16400,101,1,616,6,312872560,39109070,"county"
"Greater Sierra Sacramento","Amador","NHPI NH","race_short",664,5,0,753,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Amador","White NH","race_short",229544,2751,116,1198,51,312872560,39109070,"county"
"Greater Sierra Sacramento","Butte","AIAN NH","race_short",24040,296,9,1231,37,312872560,39109070,"county"
"Greater Sierra Sacramento","Butte","Asian NH","race_short",85776,890,18,1038,21,312872560,39109070,"county"
"Greater Sierra Sacramento","Butte","Black NH","race_short",29672,344,9,1159,30,312872560,39109070,"county"
"Greater Sierra Sacramento","Butte","Hispanic","race_short",380560,3202,67,841,18,312872560,39109070,"county"
"Greater Sierra Sacramento","Butte","MR NH","race_short",108552,768,15,707,14,312872560,39109070,"county"
"Greater Sierra Sacramento","Butte","NHPI NH","race_short",6664,42,0,630,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Butte","White NH","race_short",1011616,15299,566,1512,56,312872560,39109070,"county"
"Greater Sierra Sacramento","Colusa","AIAN NH","race_short",2176,51,4,2344,184,312872560,39109070,"county"
"Greater Sierra Sacramento","Colusa","Asian NH","race_short",1912,58,4,3033,209,312872560,39109070,"county"
"Greater Sierra Sacramento","Colusa","Black NH","race_short",1512,36,2,2381,132,312872560,39109070,"county"
"Greater Sierra Sacramento","Colusa","Hispanic","race_short",114600,2592,52,2262,45,312872560,39109070,"county"
"Greater Sierra Sacramento","Colusa","MR NH","race_short",4000,66,2,1650,50,312872560,39109070,"county"
"Greater Sierra Sacramento","Colusa","NHPI NH","race_short",664,15,0,2259,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Colusa","White NH","race_short",50376,1809,71,3591,141,312872560,39109070,"county"
"Greater Sierra Sacramento","El Dorado","AIAN NH","race_short",10640,176,4,1654,38,312872560,39109070,"county"
"Greater Sierra Sacramento","El Dorado","Asian NH","race_short",72600,732,22,1008,30,312872560,39109070,"county"
"Greater Sierra Sacramento","El Dorado","Black NH","race_short",12680,123,1,970,8,312872560,39109070,"county"
"Greater Sierra Sacramento","El Dorado","Hispanic","race_short",234656,2444,63,1042,27,312872560,39109070,"county"
"Greater Sierra Sacramento","El Dorado","MR NH","race_short",86224,550,12,638,14,312872560,39109070,"county"
"Greater Sierra Sacramento","El Dorado","NHPI NH","race_short",2768,30,1,1084,36,312872560,39109070,"county"
"Greater Sierra Sacramento","El Dorado","White NH","race_short",1078712,14863,603,1378,56,312872560,39109070,"county"
"Greater Sierra Sacramento","Nevada","AIAN NH","race_short",5512,105,7,1905,127,312872560,39109070,"county"
"Greater Sierra Sacramento","Nevada","Asian NH","race_short",11096,114,8,1027,72,312872560,39109070,"county"
"Greater Sierra Sacramento","Nevada","Black NH","race_short",4000,46,3,1150,75,312872560,39109070,"county"
"Greater Sierra Sacramento","Nevada","Hispanic","race_short",108408,918,26,847,24,312872560,39109070,"county"
"Greater Sierra Sacramento","Nevada","MR NH","race_short",44416,256,1,576,2,312872560,39109070,"county"
"Greater Sierra Sacramento","Nevada","NHPI NH","race_short",1072,12,0,1119,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Nevada","White NH","race_short",628696,8425,354,1340,56,312872560,39109070,"county"
"Greater Sierra Sacramento","Placer","AIAN NH","race_short",15688,227,1,1447,6,312872560,39109070,"county"
"Greater Sierra Sacramento","Placer","Asian NH","race_short",293032,2363,65,806,22,312872560,39109070,"county"
"Greater Sierra Sacramento","Placer","Black NH","race_short",56080,474,10,845,18,312872560,39109070,"county"
"Greater Sierra Sacramento","Placer","Hispanic","race_short",603208,4738,97,785,16,312872560,39109070,"county"
"Greater Sierra Sacramento","Placer","MR NH","race_short",193136,995,17,515,9,312872560,39109070,"county"
"Greater Sierra Sacramento","Placer","NHPI NH","race_short",8008,73,4,912,50,312872560,39109070,"county"
"Greater Sierra Sacramento","Placer","White NH","race_short",2116496,27809,979,1314,46,312872560,39109070,"county"
"Greater Sierra Sacramento","Plumas","AIAN NH","race_short",2704,47,1,1738,37,312872560,39109070,"county"
"Greater Sierra Sacramento","Plumas","Asian NH","race_short",1312,19,3,1448,229,312872560,39109070,"county"
"Greater Sierra Sacramento","Plumas","Black NH","race_short",1032,22,0,2132,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Plumas","Hispanic","race_short",26256,199,4,758,15,312872560,39109070,"county"
"Greater Sierra Sacramento","Plumas","MR NH","race_short",7944,72,0,906,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Plumas","NHPI NH","race_short",352,4,0,1136,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Plumas","White NH","race_short",112040,2055,87,1834,78,312872560,39109070,"county"
"Greater Sierra Sacramento","Sacramento","AIAN NH","race_short",58320,1734,53,2973,91,312872560,39109070,"county"
"Greater Sierra Sacramento","Sacramento","Asian NH","race_short",2246464,44776,1154,1993,51,312872560,39109070,"county"
"Greater Sierra Sacramento","Sacramento","Black NH","race_short",1135720,30461,740,2682,65,312872560,39109070,"county"
"Greater Sierra Sacramento","Sacramento","Hispanic","race_short",3203952,68404,1285,2135,40,312872560,39109070,"county"
"Greater Sierra Sacramento","Sacramento","MR NH","race_short",787600,13014,213,1652,27,312872560,39109070,"county"
"Greater Sierra Sacramento","Sacramento","NHPI NH","race_short",156224,3044,73,1948,47,312872560,39109070,"county"
"Greater Sierra Sacramento","Sacramento","White NH","race_short",5066368,145855,4805,2879,95,312872560,39109070,"county"
"Greater Sierra Sacramento","Sierra","AIAN NH","race_short",144,4,0,2778,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Sierra","Asian NH","race_short",80,1,0,1250,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Sierra","Black NH","race_short",88,0,0,0,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Sierra","Hispanic","race_short",3960,44,2,1111,51,312872560,39109070,"county"
"Greater Sierra Sacramento","Sierra","MR NH","race_short",1464,7,0,478,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Sierra","NHPI NH","race_short",8,0,0,0,0,312872560,39109070,"county"
"Greater Sierra Sacramento","Sierra","White NH","race_short",19472,348,19,1787,98,312872560,39109070,"county"
"Greater Sierra Sacramento","Sutter","AIAN NH","race_short",6576,197,4,2996,61,312872560,39109070,"county"
"Greater Sierra Sacramento","Sutter","Asian NH","race_short",137664,2811,73,2042,53,312872560,39109070,"county"
"Greater Sierra Sacramento","Sutter","Black NH","race_short",13528,343,11,2535,81,312872560,39109070,"county"
"Greater Sierra Sacramento","Sutter","Hispanic","race_short",298480,5713,104,1914,35,312872560,39109070,"county"
"Greater Sierra Sacramento","Sutter","MR NH","race_short",32840,588,13,1790,40,312872560,39109070,"county"
"Greater Sierra Sacramento","Sutter","NHPI NH","race_short",2528,62,4,2453,158,312872560,39109070,"county"
"Greater Sierra Sacramento","Sutter","White NH","race_short",293592,9080,310,3093,106,312872560,39109070,"county"
